Sr.No,Ticket Ref ID,Category,Sub Category,Description,Created Date,Updated Date,Status,Remark
6777,TKT-006777,Account Issue,Access Rights,System error related to access rights component,2024-11-24 00:00:00,2025-01-18 00:00:00,Resolved,Awaiting customer response
6778,TKT-006778,Bug Report,Performance Bug,Customer reported problem with performance bug functionality,2024-01-22 00:00:00,2025-04-25 00:00:00,Rejected,Invalid request
6779,TKT-006779,Bug Report,Functional Bug,Unable to access functional bug features properly,2025-06-03 00:00:00,2025-07-29 00:00:00,Rejected,Invalid request
6780,TKT-006780,Billing,Pricing Query,Issue with pricing query requiring immediate attention,2024-12-28 00:00:00,2025-02-10 00:00:00,Processing,Duplicate ticket
6781,TKT-006781,Technical Support,Software,Request for software support and guidance,2024-07-09 00:00:00,2024-11-07 00:00:00,Rejected,Resolved successfully
6782,TKT-006782,Security,Suspicious Activity,Customer reported problem with suspicious activity functionality,2025-04-18 00:00:00,2025-06-20 00:00:00,Processing,Awaiting customer response
6783,TKT-006783,Bug Report,UI Bug,Unable to access ui bug features properly,2024-09-26 00:00:00,2025-01-02 00:00:00,Resolved,Awaiting customer response
6784,TKT-006784,Bug Report,Performance Bug,System error related to performance bug component,2024-05-02 00:00:00,2025-06-18 00:00:00,Rejected,Invalid request
6785,TKT-006785,General Inquiry,Training,Issue with training requiring immediate attention,2024-03-07 00:00:00,2024-06-26 00:00:00,Resolved,Duplicate ticket
6786,TKT-006786,Payment Issue,Transaction Failed,Issue with transaction failed requiring immediate attention,2025-03-31 00:00:00,2025-05-22 00:00:00,Resolved,Duplicate ticket
6787,TKT-006787,Performance,Memory Issue,Customer reported problem with memory issue functionality,2024-12-18 00:00:00,2025-05-26 00:00:00,Processing,Pending review
6788,TKT-006788,Account Issue,Profile Update,System error related to profile update component,2024-11-08 00:00:00,2025-06-27 00:00:00,Raised,Awaiting customer response
6789,TKT-006789,Billing,Pricing Query,Unable to access pricing query features properly,2025-06-30 00:00:00,2025-08-10 00:00:00,Raised,Closed as per customer request
6790,TKT-006790,Payment Issue,Transaction Failed,System error related to transaction failed component,2024-01-20 00:00:00,2024-02-03 00:00:00,Resolved,Resolved successfully
6791,TKT-006791,Performance,Timeout,Issue with timeout requiring immediate attention,2024-05-07 00:00:00,2024-10-06 00:00:00,Resolved,Duplicate ticket
6792,TKT-006792,Performance,Slow Response,System error related to slow response component,2025-01-17 00:00:00,2025-09-04 00:00:00,Rejected,In progress
6793,TKT-006793,Performance,Slow Response,Request for slow response support and guidance,2024-03-11 00:00:00,2025-08-13 00:00:00,Processing,Escalated to technical team
6794,TKT-006794,Feature Request,Integration,System error related to integration component,2024-07-08 00:00:00,2025-04-18 00:00:00,Raised,Closed as per customer request
6795,TKT-006795,Billing,Pricing Query,Customer reported problem with pricing query functionality,2024-09-25 00:00:00,2025-04-06 00:00:00,Processing,Invalid request
6796,TKT-006796,Security,Data Breach,System error related to data breach component,2024-07-25 00:00:00,2024-09-03 00:00:00,Resolved,Resolved successfully
6797,TKT-006797,Billing,Invoice Issue,Customer reported problem with invoice issue functionality,2025-04-07 00:00:00,2025-05-11 00:00:00,Raised,Resolved successfully
6798,TKT-006798,Performance,Slow Response,Request for slow response support and guidance,2024-12-13 00:00:00,2024-12-16 00:00:00,Raised,In progress
6799,TKT-006799,Performance,Timeout,Request for timeout support and guidance,2025-08-04 00:00:00,2025-08-11 00:00:00,Processing,Closed as per customer request
6800,TKT-006800,Feature Request,API,System error related to api component,2024-09-18 00:00:00,2025-07-12 00:00:00,Raised,Duplicate ticket
6801,TKT-006801,Bug Report,Security Bug,Unable to access security bug features properly,2024-04-08 00:00:00,2024-11-02 00:00:00,Raised,Duplicate ticket
6802,TKT-006802,General Inquiry,Service Query,System error related to service query component,2025-07-25 00:00:00,2025-07-31 00:00:00,Processing,Additional information required
6803,TKT-006803,Account Issue,Password Reset,Unable to access password reset features properly,2024-07-08 00:00:00,2025-01-10 00:00:00,Raised,In progress
6804,TKT-006804,General Inquiry,Product Info,Customer reported problem with product info functionality,2025-02-11 00:00:00,2025-06-15 00:00:00,Processing,Closed as per customer request
6805,TKT-006805,Technical Support,Software,Customer reported problem with software functionality,2025-05-30 00:00:00,2025-07-08 00:00:00,Processing,Duplicate ticket
6806,TKT-006806,Performance,Memory Issue,System error related to memory issue component,2024-01-14 00:00:00,2024-06-20 00:00:00,Rejected,Pending review
6807,TKT-006807,Integration,API Error,System error related to api error component,2024-06-12 00:00:00,2025-01-09 00:00:00,Resolved,Invalid request
6808,TKT-006808,Performance,Slow Response,Issue with slow response requiring immediate attention,2024-12-12 00:00:00,2024-12-27 00:00:00,Raised,Awaiting customer response
6809,TKT-006809,Payment Issue,Currency Issue,Unable to access currency issue features properly,2024-03-17 00:00:00,2024-09-10 00:00:00,Raised,Duplicate ticket
6810,TKT-006810,Integration,Third Party,Unable to access third party features properly,2025-07-07 00:00:00,2025-08-18 00:00:00,Raised,In progress
6811,TKT-006811,Performance,Timeout,Customer reported problem with timeout functionality,2025-04-03 00:00:00,2025-08-13 00:00:00,Processing,Pending review
6812,TKT-006812,Payment Issue,Duplicate Charge,Customer reported problem with duplicate charge functionality,2025-08-30 00:00:00,2025-09-04 00:00:00,Raised,Closed as per customer request
6813,TKT-006813,Integration,Third Party,Customer reported problem with third party functionality,2024-06-27 00:00:00,2024-07-18 00:00:00,Rejected,Escalated to technical team
6814,TKT-006814,Feature Request,API,Issue with api requiring immediate attention,2024-03-28 00:00:00,2025-03-11 00:00:00,Rejected,Escalated to technical team
6815,TKT-006815,Bug Report,UI Bug,System error related to ui bug component,2025-05-25 00:00:00,2025-08-03 00:00:00,Processing,Awaiting customer response
6816,TKT-006816,Integration,Data Sync,System error related to data sync component,2025-05-18 00:00:00,2025-05-22 00:00:00,Processing,Pending review
6817,TKT-006817,Billing,Payment Failed,Unable to access payment failed features properly,2024-01-01 00:00:00,2024-09-18 00:00:00,Resolved,Duplicate ticket
6818,TKT-006818,Billing,Payment Failed,Issue with payment failed requiring immediate attention,2025-07-29 00:00:00,2025-08-10 00:00:00,Rejected,Escalated to technical team
6819,TKT-006819,Feature Request,API,Request for api support and guidance,2025-05-30 00:00:00,2025-07-11 00:00:00,Rejected,Escalated to technical team
6820,TKT-006820,Bug Report,Security Bug,Unable to access security bug features properly,2025-07-23 00:00:00,2025-08-19 00:00:00,Processing,Duplicate ticket
6821,TKT-006821,Bug Report,Functional Bug,System error related to functional bug component,2025-04-15 00:00:00,2025-07-28 00:00:00,Processing,Closed as per customer request
6822,TKT-006822,Bug Report,Performance Bug,Issue with performance bug requiring immediate attention,2024-09-02 00:00:00,2025-03-29 00:00:00,Processing,Closed as per customer request
6823,TKT-006823,Account Issue,Access Rights,Request for access rights support and guidance,2024-03-17 00:00:00,2025-05-13 00:00:00,Resolved,Resolved successfully
6824,TKT-006824,Payment Issue,Currency Issue,Customer reported problem with currency issue functionality,2024-09-09 00:00:00,2025-05-10 00:00:00,Resolved,Closed as per customer request
6825,TKT-006825,Billing,Refund Request,Request for refund request support and guidance,2024-08-14 00:00:00,2025-02-05 00:00:00,Rejected,Duplicate ticket
6826,TKT-006826,Security,Compliance,Unable to access compliance features properly,2025-01-05 00:00:00,2025-05-29 00:00:00,Raised,Pending review
6827,TKT-006827,Account Issue,Password Reset,System error related to password reset component,2024-03-16 00:00:00,2025-08-23 00:00:00,Raised,Duplicate ticket
6828,TKT-006828,Feature Request,Integration,Unable to access integration features properly,2025-08-02 00:00:00,2025-08-12 00:00:00,Raised,Closed as per customer request
6829,TKT-006829,Technical Support,Network,Customer reported problem with network functionality,2024-10-02 00:00:00,2025-02-15 00:00:00,Resolved,In progress
6830,TKT-006830,General Inquiry,Documentation,System error related to documentation component,2025-05-23 00:00:00,2025-08-12 00:00:00,Processing,Escalated to technical team
6831,TKT-006831,Billing,Pricing Query,Unable to access pricing query features properly,2024-06-26 00:00:00,2025-05-08 00:00:00,Resolved,Invalid request
6832,TKT-006832,Performance,Slow Response,System error related to slow response component,2024-04-21 00:00:00,2025-04-26 00:00:00,Processing,Resolved successfully
6833,TKT-006833,Security,Compliance,Customer reported problem with compliance functionality,2024-06-14 00:00:00,2025-04-11 00:00:00,Resolved,In progress
6834,TKT-006834,Bug Report,UI Bug,Request for ui bug support and guidance,2024-08-07 00:00:00,2025-04-15 00:00:00,Resolved,Awaiting customer response
6835,TKT-006835,General Inquiry,Training,Unable to access training features properly,2025-07-16 00:00:00,2025-07-16 00:00:00,Rejected,Additional information required
6836,TKT-006836,Account Issue,Login Problem,Issue with login problem requiring immediate attention,2025-06-20 00:00:00,2025-08-11 00:00:00,Processing,Duplicate ticket
6837,TKT-006837,Technical Support,Configuration,Unable to access configuration features properly,2024-07-30 00:00:00,2025-06-14 00:00:00,Raised,Awaiting customer response
6838,TKT-006838,Bug Report,Functional Bug,Unable to access functional bug features properly,2024-11-07 00:00:00,2024-11-23 00:00:00,Raised,Duplicate ticket
6839,TKT-006839,Account Issue,Profile Update,Customer reported problem with profile update functionality,2025-01-02 00:00:00,2025-08-20 00:00:00,Processing,Awaiting customer response
6840,TKT-006840,Payment Issue,Duplicate Charge,System error related to duplicate charge component,2025-01-08 00:00:00,2025-04-11 00:00:00,Resolved,Duplicate ticket
6841,TKT-006841,Feature Request,API,Customer reported problem with api functionality,2024-06-01 00:00:00,2025-03-12 00:00:00,Processing,In progress
6842,TKT-006842,Security,Unauthorized Access,Request for unauthorized access support and guidance,2025-02-07 00:00:00,2025-02-22 00:00:00,Resolved,Additional information required
6843,TKT-006843,Security,Data Breach,Unable to access data breach features properly,2024-10-17 00:00:00,2024-12-15 00:00:00,Processing,Closed as per customer request
6844,TKT-006844,Technical Support,Hardware,System error related to hardware component,2025-01-23 00:00:00,2025-08-22 00:00:00,Processing,Closed as per customer request
6845,TKT-006845,Billing,Refund Request,Customer reported problem with refund request functionality,2024-03-22 00:00:00,2025-06-16 00:00:00,Rejected,Closed as per customer request
6846,TKT-006846,Technical Support,Software,Request for software support and guidance,2024-10-25 00:00:00,2025-05-04 00:00:00,Rejected,Duplicate ticket
6847,TKT-006847,Integration,API Error,Unable to access api error features properly,2024-03-27 00:00:00,2025-01-21 00:00:00,Raised,Resolved successfully
6848,TKT-006848,Payment Issue,Currency Issue,Request for currency issue support and guidance,2025-04-14 00:00:00,2025-07-08 00:00:00,Resolved,Pending review
6849,TKT-006849,Payment Issue,Card Declined,System error related to card declined component,2025-07-23 00:00:00,2025-08-04 00:00:00,Resolved,Escalated to technical team
6850,TKT-006850,Payment Issue,Card Declined,Request for card declined support and guidance,2024-07-18 00:00:00,2024-11-15 00:00:00,Raised,Pending review
6851,TKT-006851,Integration,Webhook,Unable to access webhook features properly,2025-02-13 00:00:00,2025-05-20 00:00:00,Processing,Invalid request
6852,TKT-006852,Billing,Pricing Query,Request for pricing query support and guidance,2025-06-13 00:00:00,2025-08-23 00:00:00,Processing,Pending review
6853,TKT-006853,Billing,Refund Request,Issue with refund request requiring immediate attention,2024-07-16 00:00:00,2025-02-15 00:00:00,Raised,Pending review
6854,TKT-006854,Performance,Memory Issue,Request for memory issue support and guidance,2024-12-07 00:00:00,2025-01-29 00:00:00,Raised,Closed as per customer request
6855,TKT-006855,Billing,Payment Failed,System error related to payment failed component,2024-02-27 00:00:00,2024-08-13 00:00:00,Raised,Resolved successfully
6856,TKT-006856,Technical Support,Network,Request for network support and guidance,2024-08-08 00:00:00,2024-09-12 00:00:00,Raised,Awaiting customer response
6857,TKT-006857,Bug Report,Performance Bug,Request for performance bug support and guidance,2024-12-04 00:00:00,2025-07-17 00:00:00,Processing,In progress
6858,TKT-006858,Security,Data Breach,Request for data breach support and guidance,2025-02-14 00:00:00,2025-05-24 00:00:00,Rejected,Escalated to technical team
6859,TKT-006859,Bug Report,UI Bug,System error related to ui bug component,2024-08-02 00:00:00,2025-03-04 00:00:00,Resolved,Duplicate ticket
6860,TKT-006860,Performance,Timeout,System error related to timeout component,2024-03-16 00:00:00,2025-03-30 00:00:00,Processing,In progress
6861,TKT-006861,Feature Request,New Feature,Customer reported problem with new feature functionality,2025-02-12 00:00:00,2025-06-16 00:00:00,Rejected,Duplicate ticket
6862,TKT-006862,Payment Issue,Currency Issue,Unable to access currency issue features properly,2025-01-04 00:00:00,2025-07-28 00:00:00,Raised,Escalated to technical team
6863,TKT-006863,General Inquiry,Documentation,Unable to access documentation features properly,2025-01-27 00:00:00,2025-05-29 00:00:00,Raised,Duplicate ticket
6864,TKT-006864,Billing,Pricing Query,System error related to pricing query component,2024-11-17 00:00:00,2025-05-04 00:00:00,Rejected,Awaiting customer response
6865,TKT-006865,General Inquiry,Product Info,Unable to access product info features properly,2024-11-09 00:00:00,2025-04-29 00:00:00,Resolved,In progress
6866,TKT-006866,General Inquiry,Documentation,Request for documentation support and guidance,2024-07-27 00:00:00,2025-05-09 00:00:00,Raised,Closed as per customer request
6867,TKT-006867,Integration,Webhook,System error related to webhook component,2025-08-08 00:00:00,2025-08-25 00:00:00,Processing,Resolved successfully
6868,TKT-006868,Payment Issue,Currency Issue,System error related to currency issue component,2024-10-03 00:00:00,2025-07-09 00:00:00,Rejected,Invalid request
6869,TKT-006869,Integration,Webhook,Unable to access webhook features properly,2024-01-09 00:00:00,2025-06-23 00:00:00,Rejected,Invalid request
6870,TKT-006870,Payment Issue,Transaction Failed,Unable to access transaction failed features properly,2024-03-21 00:00:00,2025-01-19 00:00:00,Processing,Invalid request
6871,TKT-006871,Bug Report,Performance Bug,Unable to access performance bug features properly,2024-02-09 00:00:00,2024-11-27 00:00:00,Processing,Pending review
6872,TKT-006872,Feature Request,Integration,System error related to integration component,2024-10-12 00:00:00,2025-01-15 00:00:00,Rejected,In progress
6873,TKT-006873,Security,Data Breach,Request for data breach support and guidance,2024-11-03 00:00:00,2025-03-22 00:00:00,Resolved,Escalated to technical team
6874,TKT-006874,Security,Compliance,Issue with compliance requiring immediate attention,2024-03-03 00:00:00,2025-02-08 00:00:00,Resolved,Duplicate ticket
6875,TKT-006875,General Inquiry,Training,Request for training support and guidance,2024-02-26 00:00:00,2025-06-07 00:00:00,Resolved,Awaiting customer response
6876,TKT-006876,Integration,Third Party,Unable to access third party features properly,2024-05-06 00:00:00,2025-08-25 00:00:00,Resolved,Closed as per customer request
6877,TKT-006877,Technical Support,Software,System error related to software component,2025-07-13 00:00:00,2025-07-23 00:00:00,Processing,Resolved successfully
6878,TKT-006878,Account Issue,Access Rights,Unable to access access rights features properly,2025-09-04 00:00:00,2025-09-05 00:00:00,Processing,Invalid request
6879,TKT-006879,Account Issue,Access Rights,System error related to access rights component,2025-04-15 00:00:00,2025-04-15 00:00:00,Rejected,Additional information required
6880,TKT-006880,Technical Support,Hardware,Customer reported problem with hardware functionality,2025-08-12 00:00:00,2025-08-25 00:00:00,Raised,Additional information required
6881,TKT-006881,Payment Issue,Currency Issue,Unable to access currency issue features properly,2025-05-04 00:00:00,2025-07-20 00:00:00,Rejected,Resolved successfully
6882,TKT-006882,Billing,Pricing Query,System error related to pricing query component,2024-03-09 00:00:00,2025-08-22 00:00:00,Rejected,Escalated to technical team
6883,TKT-006883,Payment Issue,Currency Issue,System error related to currency issue component,2025-06-24 00:00:00,2025-08-15 00:00:00,Processing,Closed as per customer request
6884,TKT-006884,Bug Report,Functional Bug,Unable to access functional bug features properly,2025-02-05 00:00:00,2025-03-30 00:00:00,Processing,Resolved successfully
6885,TKT-006885,Technical Support,Software,Customer reported problem with software functionality,2025-02-23 00:00:00,2025-03-28 00:00:00,Resolved,Invalid request
6886,TKT-006886,Payment Issue,Duplicate Charge,Issue with duplicate charge requiring immediate attention,2024-09-15 00:00:00,2025-04-09 00:00:00,Rejected,Additional information required
6887,TKT-006887,Feature Request,API,System error related to api component,2024-02-01 00:00:00,2024-12-17 00:00:00,Raised,Closed as per customer request
6888,TKT-006888,Feature Request,Integration,Customer reported problem with integration functionality,2024-09-19 00:00:00,2025-07-04 00:00:00,Resolved,Pending review
6889,TKT-006889,Billing,Payment Failed,Issue with payment failed requiring immediate attention,2025-04-21 00:00:00,2025-07-27 00:00:00,Raised,In progress
6890,TKT-006890,Performance,Slow Response,Issue with slow response requiring immediate attention,2024-06-29 00:00:00,2025-03-27 00:00:00,Raised,Pending review
6891,TKT-006891,Performance,Timeout,Unable to access timeout features properly,2024-01-10 00:00:00,2024-02-03 00:00:00,Raised,In progress
6892,TKT-006892,Account Issue,Password Reset,System error related to password reset component,2024-11-25 00:00:00,2024-12-08 00:00:00,Resolved,Additional information required
6893,TKT-006893,Payment Issue,Currency Issue,Unable to access currency issue features properly,2025-03-04 00:00:00,2025-08-04 00:00:00,Processing,In progress
6894,TKT-006894,Billing,Payment Failed,Customer reported problem with payment failed functionality,2024-07-11 00:00:00,2024-08-25 00:00:00,Resolved,Escalated to technical team
6895,TKT-006895,Feature Request,New Feature,Request for new feature support and guidance,2024-05-05 00:00:00,2025-08-23 00:00:00,Resolved,Duplicate ticket
6896,TKT-006896,Account Issue,Profile Update,Customer reported problem with profile update functionality,2025-04-18 00:00:00,2025-08-04 00:00:00,Rejected,Awaiting customer response
6897,TKT-006897,General Inquiry,Training,System error related to training component,2025-08-07 00:00:00,2025-08-19 00:00:00,Raised,Resolved successfully
6898,TKT-006898,Bug Report,Performance Bug,System error related to performance bug component,2024-11-14 00:00:00,2025-02-01 00:00:00,Processing,Awaiting customer response
6899,TKT-006899,Performance,High CPU,Request for high cpu support and guidance,2024-11-24 00:00:00,2025-07-11 00:00:00,Rejected,Closed as per customer request
6900,TKT-006900,Billing,Pricing Query,Customer reported problem with pricing query functionality,2025-08-12 00:00:00,2025-09-04 00:00:00,Processing,Closed as per customer request
6901,TKT-006901,Feature Request,New Feature,Issue with new feature requiring immediate attention,2024-08-06 00:00:00,2024-09-14 00:00:00,Resolved,Awaiting customer response
6902,TKT-006902,Security,Data Breach,Customer reported problem with data breach functionality,2025-02-21 00:00:00,2025-05-26 00:00:00,Raised,Resolved successfully
6903,TKT-006903,Feature Request,API,Request for api support and guidance,2025-01-05 00:00:00,2025-03-18 00:00:00,Rejected,Awaiting customer response
6904,TKT-006904,General Inquiry,Product Info,Customer reported problem with product info functionality,2025-07-08 00:00:00,2025-08-12 00:00:00,Rejected,Duplicate ticket
6905,TKT-006905,General Inquiry,Training,Request for training support and guidance,2024-11-05 00:00:00,2024-12-01 00:00:00,Processing,Invalid request
6906,TKT-006906,Integration,Third Party,Unable to access third party features properly,2025-09-08 00:00:00,2025-09-08 00:00:00,Resolved,Resolved successfully
6907,TKT-006907,Account Issue,Password Reset,Request for password reset support and guidance,2024-09-25 00:00:00,2024-12-26 00:00:00,Resolved,Closed as per customer request
6908,TKT-006908,General Inquiry,Training,Issue with training requiring immediate attention,2025-05-23 00:00:00,2025-08-19 00:00:00,Processing,Resolved successfully
6909,TKT-006909,Performance,High CPU,System error related to high cpu component,2024-12-07 00:00:00,2025-01-13 00:00:00,Raised,Pending review
6910,TKT-006910,Technical Support,Configuration,Request for configuration support and guidance,2024-03-31 00:00:00,2025-08-28 00:00:00,Resolved,In progress
6911,TKT-006911,Account Issue,Password Reset,Request for password reset support and guidance,2024-02-23 00:00:00,2025-02-11 00:00:00,Resolved,Pending review
6912,TKT-006912,Payment Issue,Duplicate Charge,Issue with duplicate charge requiring immediate attention,2024-05-14 00:00:00,2024-06-13 00:00:00,Rejected,In progress
6913,TKT-006913,Payment Issue,Card Declined,Issue with card declined requiring immediate attention,2024-12-23 00:00:00,2025-08-12 00:00:00,Raised,Duplicate ticket
6914,TKT-006914,General Inquiry,Documentation,Customer reported problem with documentation functionality,2024-01-02 00:00:00,2024-08-26 00:00:00,Processing,Additional information required
6915,TKT-006915,Performance,High CPU,System error related to high cpu component,2024-11-12 00:00:00,2025-03-08 00:00:00,Resolved,Pending review
6916,TKT-006916,General Inquiry,Product Info,Request for product info support and guidance,2024-09-17 00:00:00,2025-08-27 00:00:00,Processing,In progress
6917,TKT-006917,Integration,Third Party,Customer reported problem with third party functionality,2024-04-20 00:00:00,2025-02-08 00:00:00,Resolved,In progress
6918,TKT-006918,Security,Compliance,Customer reported problem with compliance functionality,2024-01-16 00:00:00,2024-12-31 00:00:00,Raised,In progress
6919,TKT-006919,Technical Support,Software,Request for software support and guidance,2024-08-02 00:00:00,2024-11-05 00:00:00,Raised,Closed as per customer request
6920,TKT-006920,General Inquiry,Product Info,Request for product info support and guidance,2025-01-08 00:00:00,2025-07-23 00:00:00,Resolved,Additional information required
6921,TKT-006921,Payment Issue,Transaction Failed,Unable to access transaction failed features properly,2024-11-04 00:00:00,2025-09-10 00:00:00,Rejected,Additional information required
6922,TKT-006922,Payment Issue,Duplicate Charge,System error related to duplicate charge component,2025-07-13 00:00:00,2025-08-26 00:00:00,Raised,Resolved successfully
6923,TKT-006923,Integration,Third Party,Unable to access third party features properly,2025-08-17 00:00:00,2025-09-10 00:00:00,Resolved,Resolved successfully
6924,TKT-006924,Billing,Invoice Issue,Unable to access invoice issue features properly,2024-12-25 00:00:00,2025-02-03 00:00:00,Resolved,Duplicate ticket
6925,TKT-006925,Performance,Memory Issue,Unable to access memory issue features properly,2024-07-10 00:00:00,2025-08-16 00:00:00,Processing,Additional information required
6926,TKT-006926,Security,Data Breach,Unable to access data breach features properly,2024-09-05 00:00:00,2025-07-11 00:00:00,Rejected,Invalid request
6927,TKT-006927,Bug Report,UI Bug,Issue with ui bug requiring immediate attention,2025-07-28 00:00:00,2025-09-04 00:00:00,Rejected,Additional information required
6928,TKT-006928,Integration,Data Sync,System error related to data sync component,2024-01-19 00:00:00,2025-04-24 00:00:00,Resolved,Additional information required
6929,TKT-006929,Payment Issue,Transaction Failed,Request for transaction failed support and guidance,2025-01-21 00:00:00,2025-07-03 00:00:00,Rejected,In progress
6930,TKT-006930,Bug Report,Functional Bug,System error related to functional bug component,2024-04-11 00:00:00,2025-09-12 00:00:00,Rejected,Additional information required
6931,TKT-006931,Performance,Memory Issue,Request for memory issue support and guidance,2024-02-24 00:00:00,2025-09-11 00:00:00,Processing,Escalated to technical team
6932,TKT-006932,Technical Support,Configuration,Request for configuration support and guidance,2024-05-09 00:00:00,2024-06-01 00:00:00,Resolved,Closed as per customer request
6933,TKT-006933,Integration,API Error,System error related to api error component,2024-10-21 00:00:00,2025-02-04 00:00:00,Processing,Closed as per customer request
6934,TKT-006934,Feature Request,Integration,System error related to integration component,2025-05-21 00:00:00,2025-06-14 00:00:00,Raised,In progress
6935,TKT-006935,General Inquiry,Documentation,Request for documentation support and guidance,2024-10-02 00:00:00,2024-10-08 00:00:00,Rejected,Resolved successfully
6936,TKT-006936,Billing,Pricing Query,Issue with pricing query requiring immediate attention,2025-07-08 00:00:00,2025-07-08 00:00:00,Processing,Awaiting customer response
6937,TKT-006937,General Inquiry,Product Info,Customer reported problem with product info functionality,2025-02-11 00:00:00,2025-06-16 00:00:00,Raised,Awaiting customer response
6938,TKT-006938,Payment Issue,Duplicate Charge,Customer reported problem with duplicate charge functionality,2025-03-19 00:00:00,2025-04-09 00:00:00,Rejected,Closed as per customer request
6939,TKT-006939,Payment Issue,Duplicate Charge,System error related to duplicate charge component,2024-03-08 00:00:00,2024-04-06 00:00:00,Rejected,Resolved successfully
6940,TKT-006940,Account Issue,Password Reset,System error related to password reset component,2024-12-15 00:00:00,2025-07-18 00:00:00,Resolved,Escalated to technical team
6941,TKT-006941,Technical Support,Software,Issue with software requiring immediate attention,2024-07-16 00:00:00,2024-07-21 00:00:00,Processing,Awaiting customer response
6942,TKT-006942,Payment Issue,Card Declined,Unable to access card declined features properly,2024-08-14 00:00:00,2024-11-13 00:00:00,Processing,Additional information required
6943,TKT-006943,General Inquiry,Product Info,Issue with product info requiring immediate attention,2025-05-19 00:00:00,2025-06-25 00:00:00,Processing,Closed as per customer request
6944,TKT-006944,Payment Issue,Duplicate Charge,Customer reported problem with duplicate charge functionality,2024-02-08 00:00:00,2025-08-24 00:00:00,Rejected,In progress
6945,TKT-006945,Feature Request,Enhancement,Unable to access enhancement features properly,2024-08-28 00:00:00,2024-10-16 00:00:00,Rejected,Duplicate ticket
6946,TKT-006946,General Inquiry,Service Query,Customer reported problem with service query functionality,2024-11-03 00:00:00,2025-05-17 00:00:00,Resolved,Pending review
6947,TKT-006947,Security,Unauthorized Access,Issue with unauthorized access requiring immediate attention,2025-01-24 00:00:00,2025-02-05 00:00:00,Rejected,In progress
6948,TKT-006948,Payment Issue,Currency Issue,Customer reported problem with currency issue functionality,2025-05-18 00:00:00,2025-09-11 00:00:00,Rejected,Invalid request
6949,TKT-006949,Performance,Timeout,Issue with timeout requiring immediate attention,2024-09-18 00:00:00,2024-11-19 00:00:00,Processing,In progress
6950,TKT-006950,Technical Support,Configuration,Customer reported problem with configuration functionality,2024-01-27 00:00:00,2025-06-25 00:00:00,Resolved,Duplicate ticket
6951,TKT-006951,Integration,API Error,Issue with api error requiring immediate attention,2024-04-07 00:00:00,2025-07-18 00:00:00,Processing,Additional information required
6952,TKT-006952,Payment Issue,Duplicate Charge,System error related to duplicate charge component,2025-03-14 00:00:00,2025-06-06 00:00:00,Resolved,Duplicate ticket
6953,TKT-006953,Account Issue,Access Rights,Unable to access access rights features properly,2024-01-22 00:00:00,2024-09-08 00:00:00,Raised,Closed as per customer request
6954,TKT-006954,Security,Suspicious Activity,Unable to access suspicious activity features properly,2024-10-13 00:00:00,2025-06-20 00:00:00,Processing,In progress
6955,TKT-006955,Integration,Third Party,System error related to third party component,2025-06-25 00:00:00,2025-07-31 00:00:00,Rejected,Additional information required
6956,TKT-006956,General Inquiry,Service Query,Issue with service query requiring immediate attention,2025-07-04 00:00:00,2025-07-04 00:00:00,Resolved,Additional information required
6957,TKT-006957,Bug Report,Functional Bug,Request for functional bug support and guidance,2024-08-05 00:00:00,2024-08-17 00:00:00,Resolved,Invalid request
6958,TKT-006958,General Inquiry,Product Info,System error related to product info component,2024-02-03 00:00:00,2024-02-05 00:00:00,Processing,Escalated to technical team
6959,TKT-006959,Payment Issue,Currency Issue,Request for currency issue support and guidance,2024-12-11 00:00:00,2025-04-24 00:00:00,Rejected,Additional information required
6960,TKT-006960,Bug Report,Security Bug,Request for security bug support and guidance,2024-04-01 00:00:00,2025-06-09 00:00:00,Raised,Invalid request
6961,TKT-006961,General Inquiry,Documentation,Issue with documentation requiring immediate attention,2024-04-16 00:00:00,2025-08-11 00:00:00,Raised,Resolved successfully
6962,TKT-006962,Technical Support,Software,Request for software support and guidance,2025-06-03 00:00:00,2025-06-23 00:00:00,Processing,Duplicate ticket
6963,TKT-006963,General Inquiry,Training,Customer reported problem with training functionality,2024-09-11 00:00:00,2024-09-25 00:00:00,Processing,Pending review
6964,TKT-006964,Performance,Slow Response,Unable to access slow response features properly,2025-06-11 00:00:00,2025-09-10 00:00:00,Rejected,Awaiting customer response
6965,TKT-006965,Billing,Payment Failed,Request for payment failed support and guidance,2025-05-29 00:00:00,2025-05-31 00:00:00,Resolved,Pending review
6966,TKT-006966,Bug Report,UI Bug,System error related to ui bug component,2024-11-22 00:00:00,2025-07-17 00:00:00,Rejected,Escalated to technical team
6967,TKT-006967,Billing,Invoice Issue,Customer reported problem with invoice issue functionality,2025-03-31 00:00:00,2025-04-27 00:00:00,Rejected,Invalid request
6968,TKT-006968,Billing,Invoice Issue,Unable to access invoice issue features properly,2025-06-27 00:00:00,2025-07-09 00:00:00,Rejected,Closed as per customer request
6969,TKT-006969,Payment Issue,Transaction Failed,Request for transaction failed support and guidance,2024-05-11 00:00:00,2024-06-23 00:00:00,Resolved,Escalated to technical team
6970,TKT-006970,Payment Issue,Currency Issue,Customer reported problem with currency issue functionality,2025-04-07 00:00:00,2025-05-06 00:00:00,Processing,In progress
